name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Trinidad,Trinidad,Las Animas County,Colorado,81082,37.18236,-104.50878,198,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vista Del Rae,Trinidad,Las Animas County,Colorado,81082,37.16907,-104.52732,5," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Western Apartments,Trinidad,Las Animas County,Colorado,81082,37.18527,-104.50417,60," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Leisure Pines,Arriba,Lincoln County,Colorado,80804,39.28474,-103.27837,10," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Smokey Hill Living Experience,Hugo,Lincoln County,Colorado,0,39.136347,-103.472254,10," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1880 Circle Ln,Limon,Lincoln County,Colorado,80828,39.267,-103.70016,40,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Limon Apartments,Limon,Lincoln County,Colorado,0,39.264366,-103.677435,16," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Centennial Mental Health Facility,Sterling,Logan County,Colorado,80751,40.63662,-103.20392,10," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Maclaren House,Sterling,Logan County,Colorado,80751,40.63828,-103.20336,54," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northeast Plaza,Sterling,Logan County,Colorado,80751,40.62224,-103.23139,47," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sand Lily Assisted Care Facility,Sterling,Logan County,Colorado,80751,40.60769,-103.22243,27," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sterling,Sterling,Logan County,Colorado,80751,40.63828,-103.20327,110,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sterling ( City of ),Sterling,Logan County,Colorado,80751,40.62799,-103.23256,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Whitcomb Apartments,Sterling,Logan County,Colorado,80751,40.64392,-103.20897,90," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
97052 Teo,Clifton,Mesa County,Colorado,81501,39.072175,-108.545964,50,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Clifton Family Housing,Clifton,Mesa County,Colorado,81520,39.08507,-108.45529,51," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Grand Valley Apartments,Clifton,Mesa County,Colorado,81520,39.08255,-108.45388,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Willow Grove Mutual Community,Clifton,Mesa County,Colorado,81520,39.08245,-108.45799,119," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Grand Mesa Apartments,Fruita,Mesa County,Colorado,81521,39.15751,-108.72481,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Independence Village,Fruita,Mesa County,Colorado,81521,39.16184,-108.73953,75," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Arbor Vista,Grand Junction,Mesa County,Colorado,81501,39.08038,-108.53245,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Commonworks Housing Project II,Grand Junction,Mesa County,Colorado,81501,39.06997,-108.55533,3," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Crystal Brook Apartments,Grand Junction,Mesa County,Colorado,81503,39.04982,-108.56373,40," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Dd Housing,Grand Junction,Mesa County,Colorado,81501,39.07066,-108.5568,12," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Garden Village Apartments,Grand Junction,Mesa County,Colorado,81501,39.07459,-108.5345,91," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Grand Manor Apartments,Grand Junction,Mesa County,Colorado,81501,39.08621,-108.52844,112," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Grand View,Grand Junction,Mesa County,Colorado,81501,39.08143,-108.57094,60," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
H95005 Grandjunctionha,Grand Junction,Mesa County,Colorado,81503,39.04911,-108.56363,32,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Linden Pointe,Grand Junction,Mesa County,Colorado,81503,39.04523,-108.55657,92," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Little Bookcliff Apartments,Grand Junction,Mesa County,Colorado,81501,39.09095,-108.55535,19," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Monument Ridge,Grand Junction,Mesa County,Colorado,81503,39.04637,-108.55637,166," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Racquet Club Apartments,Grand Junction,Mesa County,Colorado,81504,39.08376,-108.51271,144," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ratekin Towers,Grand Junction,Mesa County,Colorado,81501,39.06721,-108.55809,108," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Walnut Park Apartments,Grand Junction,Mesa County,Colorado,81501,39.08729,-108.54403,78," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H9hom99019 Cms,Palisade,Mesa County,Colorado,0,39.106774,-108.353199,6,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Columbine Apartments,Craig,Moffat County,Colorado,81625,40.51829,-107.59601,120," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunset Meadows I,Craig,Moffat County,Colorado,81625,40.51801,-107.55913,44," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunset Meadows II,Craig,Moffat County,Colorado,81625,40.51593,-107.55909,44," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brubaker Place,Cortez,Montezuma County,Colorado,0,37.356194,-108.559792,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cortez Apartments,Cortez,Montezuma County,Colorado,81321,37.35661,-108.57647,86," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
H1hom00061 Montezuma Acquisition Const.,Cortez,Montezuma County,Colorado,81321,37.34671,-108.57648,30,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mesa Park Apartments,Cortez,Montezuma County,Colorado,81321,37.34005,-108.58578,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Montezuma Co,Cortez,Montezuma County,Colorado,81321,37.35031,-108.57691,31,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Prairie Mesa Estates,Cortez,Montezuma County,Colorado,81321,37.34713,-108.57615,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sleeping Ute Apartments,Cortez,Montezuma County,Colorado,81321,37.34253,-108.5783,60," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Valley Sun Village,Cortez,Montezuma County,Colorado,81321,37.34712,-108.57472,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dolores Elderly,Dolores,Montezuma County,Colorado,81323,37.47291,-108.504313,8," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hillside Apartments,Dolores,Montezuma County,Colorado,81323,37.45902,-108.55842,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Menefee Apartments,Mancos,Montezuma County,Colorado,81328,37.3486,-108.29457,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Anciano Tower,Montrose,Montrose County,Colorado,81401,38.478782,-107.881985,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Barbara Court Apartments,Montrose,Montrose County,Colorado,81401,38.46816,-107.86002,24,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Centennial Towers,Montrose,Montrose County,Colorado,81401,38.4705137,-107.866118,41," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cimarron Village,Montrose,Montrose County,Colorado,81401,38.4917,-107.8808,30," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cottonwood Apartments,Montrose,Montrose County,Colorado,81401,38.46285,-107.86399,60," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Meadowlark Court,Montrose,Montrose County,Colorado,81401,38.46495,-107.87443,28," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Montrose Family Housing,Montrose,Montrose County,Colorado,81401,38.46309,-107.86246,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Pavilion Gardens,Montrose,Montrose County,Colorado,81401,38.45974,-107.86503,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pinon Way Apartments,Montrose,Montrose County,Colorado,81401,38.48684,-107.86665,16," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
San Juan Apartments,Montrose,Montrose County,Colorado,81401,38.46396,-107.86515,76," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance, Senior (62+)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Sunshine Peak II,Montrose,Montrose County,Colorado,81401,38.48973,-107.87614,49," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Nucla Apartments,Nucla,Montrose County,Colorado,81424,38.271071,-108.541824,10," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Olathe Meadows,Olathe,Montrose County,Colorado,81425,38.60732,-107.98691,24," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114 S Curtis St,Brush,Morgan County,Colorado,80723,40.25252,-103.61915,12," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brush,Brush,Morgan County,Colorado,80723,40.25945,-103.63117,30,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Brush Village,Brush,Morgan County,Colorado,80723,40.26267,-103.63679,60," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Carroll Apartments,Brush,Morgan County,Colorado,80723,40.25519,-103.62423,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Centennial Manor East,Brush,Morgan County,Colorado,80723,40.25949,-103.63117,32," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Centennial Sw Fam,Brush,Morgan County,Colorado,80723,40.25246,-103.62169,24,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tabor Apartments,Brush,Morgan County,Colorado,80723,40.25461,-103.6478,30," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ft Morgan Townhomes,Fort Morgan,Morgan County,Colorado,80701,40.23768,-103.81092,75,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hillcrest Apartments,Fort Morgan,Morgan County,Colorado,80701,40.26035,-103.78716,86," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Public Housing, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pioneer Apartments ( Aka College View Apartments ),Fort Morgan,Morgan County,Colorado,80701,40.24348,-103.80027,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Riverview Apartments,Fort Morgan,Morgan County,Colorado,80701,40.25955,-103.78241,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Lilac Circle,Fowler,Otero County,Colorado,81039,38.12814,-104.01746,32," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arkva Group Home,La Junta,Otero County,Colorado,81050,37.98104,-103.54957,4," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
College Overlook,La Junta,Otero County,Colorado,81050,37.97225,-103.55007,96," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Golden Maple Villa,La Junta,Otero County,Colorado,81050,37.98601,-103.55082,20," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
La Junta,La Junta,Otero County,Colorado,81050,37.98406,-103.53861,86,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Morningside Heights,La Junta,Otero County,Colorado,81050,37.98266,-103.52401,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain View Housing,La Junta,Otero County,Colorado,81050,37.97227,-103.55029,20," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Otero Villas Apartments,La Junta,Otero County,Colorado,81050,37.97181,-103.54883,32," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Prairieview Housing,La Junta,Otero County,Colorado,81050,37.9816,-103.5397,5," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Santa Fe Village,La Junta,Otero County,Colorado,81050,37.98407,-103.53774,30," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mckittrick Manor,Rocky Ford,Otero County,Colorado,81067,38.05659,-103.71891,30," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nava Manor,Rocky Ford,Otero County,Colorado,81067,38.0572,-103.71567,30," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Plaza Nueva Apartments,Rocky Ford,Otero County,Colorado,81067,38.05996,-103.72025,80," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Treeline Village,Alma,Park County,Colorado,80420,39.283692,-106.062599,14," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Haxtun Manor,Haxtun,Phillips County,Colorado,80731,40.64172,-102.63265,22,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Villa East,Haxtun,Phillips County,Colorado,80731,40.64037,-102.62472,10," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunset View,Holyoke,Phillips County,Colorado,0,40.578252,-102.304016,12," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunset View Homes,Holyoke,Phillips County,Colorado,80734,40.5795,-102.30526,30,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Aspen Country Inn,Aspen,Pitkin County,Colorado,81611,39.1572,-106.78558,40," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Maroon Creek Apartments,Aspen,Pitkin County,Colorado,81611,39.20722,-106.8792,42," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Truscott Phase II Housing,Aspen,Pitkin County,Colorado,81611,39.1957,-106.8319,87," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Holly,Holly,Prowers County,Colorado,81047,38.05511,-102.12951,16,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lamar,Lamar,Prowers County,Colorado,81052,38.07799,-102.61542,30,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lamar Manor,Lamar,Prowers County,Colorado,81052,38.06723,-102.6115,33," Section 538 Guaranteed Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Normandy Gardens,Lamar,Prowers County,Colorado,81052,38.05604,-102.61066,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plains View Apartments,Lamar,Prowers County,Colorado,81052,38.07272,-102.6278,45," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
S W Properties,Lamar,Prowers County,Colorado,81052,38.07355,-102.62798,27," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Strainhurst Courts,Lamar,Prowers County,Colorado,81052,38.07993,-102.61538,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230 N Union Ave,Pueblo,Pueblo County,Colorado,81003,38.26635,-104.61097,45,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
98 - 027 Rio Sacramento Apartments Construction,Pueblo,Pueblo County,Colorado,81001,38.302492,-104.598233,5,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Alpha West Rio Sacramento,Pueblo,Pueblo County,Colorado,81001,38.302492,-104.598233,40,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ashwood Apartments,Pueblo,Pueblo County,Colorado,81001,38.28704,-104.58337,25," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Azteca Apartments,Pueblo,Pueblo County,Colorado,81001,38.28873,-104.60014,202," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Baltimore Court,Pueblo,Pueblo County,Colorado,81008,38.30826,-104.63536,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Baltimore Court Apartments Phase II,Pueblo,Pueblo County,Colorado,81008,38.34145,-104.62957,12,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Baltimore Place,Pueblo,Pueblo County,Colorado,81008,38.30744,-104.63534,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Bethlehem Square,Pueblo,Pueblo County,Colorado,81003,38.27789,-104.64125,130," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Briarwood Apartments Subdiv,Pueblo,Pueblo County,Colorado,81005,38.23278,-104.64902,8," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cedar Apartments,Pueblo,Pueblo County,Colorado,81004,38.23802,-104.61966,16," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Central Grade School,Pueblo,Pueblo County,Colorado,81004,38.25346,-104.62092,18," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fearnow Group Homes,Pueblo,Pueblo County,Colorado,81001,38.27847,-104.558,5," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
H3hom03018 Co Bluesky Construction,Pueblo,Pueblo County,Colorado,81008,38.30826,-104.63536,24," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
H4hom0417c Colobluesky,Pueblo,Pueblo County,Colorado,81003,38.26888,-104.60774,6,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hillville Heights IIi,Pueblo,Pueblo County,Colorado,0,38.286863,-104.585298,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hillville Heights IIi,Pueblo,Pueblo County,Colorado,81001,38.28745,-104.58496,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
